==================================================================
                        General Data File
==================================================================
Units:
length m mass kg
Number of elements and nodes:
3979 864

.................................................................

Node                X m        Y m        Z m
Coordinates:
819       4.2978       1.1696      -1.5551
820        7.375          2.5     -0.95263
821        4.119       1.8997     -0.81989
822         7.75            4            0
823            7            1      -2.2222
824      0.95263          3.5            0
825            0            4            0
826       3.0436      0.74232      -1.8414
827       5.0315       2.1804      -0.4434
828       2.9644       1.4344      -1.0711
829       6.0628      0.76571      -1.8822
830       2.2542      0.74581      -1.8085
831        1.125        1.875     -0.95263
832            5          0.5      -1.9053
833       5.5524       2.5751            0
834       6.4508        2.731            0
835       4.4925       2.3158            0
836       6.6782       1.7308     -0.80908
837       1.7986       2.5486            0
838          7.5            3            0
839            3            0      -2.2222
840       3.9898      0.24746      -1.8075
841       5.8233       1.3434     -0.81989
842       3.5956        2.084            0
843       4.8011       1.2954     -0.63509
844            0            3            0
845        1.875        1.125     -0.95263
846       3.5587      0.72254       -1.037
847            7            1      -1.1111
848       2.5486       1.7986            0
849         0.75         2.25            0
850          5.5        0.625     -0.95263
851        5.269       1.5492            0
852       6.2008        1.731            0
853         7.25            2            0
854          4.5        0.375     -0.95263
855        4.269       1.2992            0
856          1.5          1.5            0
857            3            0      -1.1111
858        3.269       1.0492            0
859         2.25         0.75            0
860            6         0.75            0
861            7            1            0
862            5          0.5            0
863            4         0.25            0
864            3            0            0

.................................................................

Element    Node(1)   Node(2)   Node(3)        Node(4)          Material
Connectivities:
1 784 790 816 709 0 
2 784 790 709 757 0 
3 164 257 184 206 0 
4 184 164 206 114 0 
5 240 343 257 278 0 
6 257 240 278 206 0 
7 812 816 834 780 0 
8 812 816 780 709 0 
9 812 784 816 709 0 
10 240 257 164 206 0 
11 842 835 855 821 0 
12 842 835 821 818 0 
13 373 461 347 394 0 
14 347 373 394 264 0 
15 833 834 852 806 0 
16 833 834 806 780 0 
17 333 448 343 369 0 
18 343 333 369 278 0 
19 833 812 834 780 0 
20 333 343 240 278 0 
21 860 851 852 841 0 
22 851 852 841 806 0 
23 852 860 841 861 0 
24 565 448 445 492 0 
25 448 445 492 369 0 
26 565 448 492 566 0 
27 681 652 661 563 0 
28 681 652 563 679 0 
29 652 661 563 525 0 
30 661 563 525 559 0 
31 563 525 559 425 0 
32 661 563 559 681 0 
33 27 14 9 17 0 
34 9 27 17 23 0 
35 14 9 17 8 0 
36 17 14 8 28 0 
37 8 17 28 26 0 
38 17 14 28 27 0 
39 790 816 709 822 0 
40 257 184 206 283 0 
41 816 834 780 838 0 
42 343 257 278 364 0 
43 492 448 369 463 0 
44 492 448 463 566 0 
45 852 841 806 836 0 
46 852 841 836 861 0 
47 834 852 806 836 0 
48 448 343 369 463 0 
49 816 780 709 793 0 
50 278 257 206 323 0 
51 855 842 821 858 0 
52 373 461 394 497 0 
53 585 612 601 482 0 
54 585 612 482 510 0 
55 585 612 510 600 0 
56 510 585 600 573 0 
57 612 510 600 640 0 
58 482 585 510 492 0 
59 612 482 510 513 0 
60 510 612 513 640 0 
61 482 510 513 417 0 
62 510 513 417 478 0 
63 510 513 478 640 0 
64 513 417 478 410 0 
65 478 513 410 526 0 
66 478 513 526 640 0 
67 417 510 478 431 0 
68 510 478 431 547 0 
69 510 478 547 640 0 
70 513 417 410 420 0 
71 431 510 547 600 0 
72 510 547 600 640 0 
73 547 600 640 623 0 
74 547 600 623 589 0 
75 640 547 623 582 0 
76 547 623 582 499 0 
77 547 623 499 589 0 
78 582 547 499 453 0 
79 582 547 453 478 0 
80 547 453 478 431 0 
81 453 478 431 359 0 
82 453 478 359 434 0 
83 453 478 434 582 0 
84 547 499 453 431 0 
85 478 359 434 410 0 
86 623 582 499 668 0 
87 359 453 434 371 0 
88 453 434 371 486 0 
89 453 434 486 582 0 
90 359 453 371 367 0 
91 359 453 367 431 0 
92 640 547 582 478 0 
93 371 453 486 446 0 
94 453 371 367 446 0 
95 453 486 446 582 0 
96 478 431 359 417 0 
97 434 371 486 403 0 
98 486 434 403 506 0 
99 486 434 506 557 0 
100 486 434 557 582 0 
101 557 486 582 619 0 
102 582 557 619 693 0 
103 557 486 619 506 0 
104 371 359 367 279 0 
105 359 367 279 306 0 
106 359 367 306 431 0 
107 434 371 403 325 0 
108 499 582 453 446 0 
109 434 371 325 359 0 
110 434 403 506 427 0 
111 403 434 325 427 0 
112 371 359 279 325 0 
113 434 506 557 526 0 
114 486 371 446 408 0 
115 371 446 408 334 0 
116 371 446 334 367 0 
117 279 359 306 269 0 
118 506 434 427 526 0 
119 403 486 506 507 0 
120 279 359 269 325 0 
121 486 506 507 619 0 
122 367 279 306 276 0 
123 359 306 269 417 0 
124 306 367 276 394 0 
125 306 367 394 431 0 
126 367 394 431 499 0 
127 403 486 507 408 0 
128 367 279 276 334 0 
129 371 486 403 408 0 
130 367 371 279 334 0 
131 446 486 408 594 0 
132 446 408 334 426 0 
133 453 499 446 367 0 
134 371 403 325 300 0 
135 325 371 300 279 0 
136 446 408 426 512 0 
137 408 426 512 449 0 
138 410 513 420 494 0 
139 410 513 494 526 0 
140 408 371 334 300 0 
141 334 446 426 400 0 
142 334 446 400 367 0 
143 513 417 420 482 0 
144 403 506 427 470 0 
145 446 426 400 524 0 
146 410 478 526 434 0 
147 417 510 431 429 0 
148 510 431 429 523 0 
149 510 431 523 600 0 
150 523 510 600 573 0 
151 600 523 573 589 0 
152 523 573 589 575 0 
153 600 523 589 547 0 
154 600 523 547 431 0 
155 523 510 573 492 0 
156 573 523 492 575 0 
157 417 510 429 482 0 
158 427 403 470 351 0 
159 427 403 351 325 0 
160 513 420 494 539 0 
161 306 279 269 212 0 
162 494 513 539 655 0 
163 403 506 470 507 0 
164 371 403 300 408 0 
165 403 470 351 391 0 
166 351 403 391 300 0 
167 403 470 391 507 0 
168 279 269 212 204 0 
169 279 269 204 325 0 
170 269 212 204 183 0 
171 269 212 183 243 0 
172 204 269 183 231 0 
173 212 279 204 201 0 
174 212 279 201 276 0 
175 212 183 243 162 0 
176 243 212 162 246 0 
177 269 212 243 306 0 
178 204 269 231 325 0 
179 279 204 201 300 0 
180 279 306 276 212 0 
181 431 429 523 394 0 
182 183 269 243 272 0 
183 183 269 272 231 0 
184 269 243 272 337 0 
185 269 243 337 306 0 
186 513 420 539 482 0 
187 420 410 494 372 0 
188 410 494 372 438 0 
189 372 410 438 331 0 
190 372 410 331 324 0 
191 420 410 372 324 0 
192 410 494 438 526 0 
193 494 372 438 469 0 
194 438 494 469 560 0 
195 494 372 469 443 0 
196 494 372 443 420 0 
197 410 438 331 427 0 
198 438 494 560 526 0 
199 506 427 470 498 0 
200 506 427 498 526 0 
201 427 470 498 444 0 
202 427 470 444 351 0 
203 498 427 444 488 0 
204 498 427 488 526 0 
205 427 444 488 365 0 
206 427 444 365 351 0 
207 488 427 365 438 0 
208 488 427 438 526 0 
209 365 488 438 423 0 
210 488 438 423 560 0 
211 488 438 560 526 0 
212 365 488 423 439 0 
213 488 423 439 538 0 
214 488 423 538 560 0 
215 439 488 538 569 0 
216 439 488 569 444 0 
217 439 488 444 365 0 
218 488 538 569 608 0 
219 444 439 365 358 0 
220 444 439 358 471 0 
221 444 439 471 569 0 
222 488 538 608 560 0 
223 608 488 560 567 0 
224 560 608 567 645 0 
225 560 608 645 665 0 
226 560 608 665 538 0 
227 608 645 665 749 0 
228 608 567 645 682 0 
229 645 560 665 713 0 
230 567 560 645 526 0 
231 645 608 682 749 0 
232 608 567 682 498 0 
233 665 645 713 749 0 
234 645 713 749 696 0 
235 749 645 696 682 0 
236 645 713 696 655 0 
237 645 696 682 526 0 
238 608 488 567 498 0 
239 488 567 498 526 0 
240 358 444 471 409 0 
241 444 471 409 532 0 
242 358 444 409 351 0 
243 444 471 532 569 0 
244 423 439 538 464 0 
245 538 423 464 508 0 
246 538 423 508 469 0 
247 423 508 469 395 0 
248 469 423 395 372 0 
249 508 469 395 493 0 
250 508 469 493 583 0 
251 508 469 583 538 0 
252 469 395 493 443 0 
253 493 469 443 583 0 
254 493 508 583 598 0 
255 508 583 598 631 0 
256 508 583 631 538 0 
257 423 508 395 464 0 
258 493 508 598 484 0 
259 493 508 484 395 0 
260 598 508 631 578 0 
261 508 598 484 578 0 
262 508 631 578 538 0 
263 439 358 471 402 0 
264 471 439 402 518 0 
265 471 439 518 569 0 
266 569 488 608 498 0 
267 583 598 631 701 0 
268 631 583 701 665 0 
269 631 583 665 538 0 
270 439 358 402 335 0 
271 439 358 335 365 0 
272 409 444 532 470 0 
273 423 439 464 335 0 
274 583 598 701 633 0 
275 583 493 598 633 0 
276 598 493 484 590 0 
277 439 402 518 464 0 
278 484 598 590 599 0 
279 598 590 599 705 0 
280 598 590 705 633 0 
281 402 439 335 464 0 
282 567 645 682 526 0 
283 538 569 608 630 0 
284 608 538 630 665 0 
285 464 538 508 578 0 
286 471 409 532 504 0 
287 532 471 504 609 0 
288 532 471 609 569 0 
289 402 471 518 509 0 
290 471 518 509 609 0 
291 365 444 358 351 0 
292 631 598 578 690 0 
293 598 578 690 599 0 
294 598 578 599 484 0 
295 578 690 599 666 0 
296 599 578 666 542 0 
297 599 578 542 484 0 
298 578 666 542 588 0 
299 666 599 542 664 0 
300 542 578 588 465 0 
301 542 578 465 484 0 
302 578 666 588 677 0 
303 578 666 677 690 0 
304 690 598 599 705 0 
305 690 598 705 701 0 
306 598 705 701 633 0 
307 705 690 701 786 0 
308 578 588 465 553 0 
309 588 578 677 553 0 
310 465 578 553 464 0 
311 553 465 464 474 0 
312 465 464 474 370 0 
313 465 464 370 395 0 
314 464 553 474 518 0 
315 464 474 370 402 0 
316 553 474 518 581 0 
317 474 518 581 509 0 
318 474 465 370 430 0 
319 465 370 430 379 0 
320 465 370 379 395 0 
321 553 465 474 588 0 
322 474 465 430 588 0 
323 553 474 581 588 0 
324 464 553 518 538 0 
325 464 553 538 578 0 
326 430 465 379 542 0 
327 518 553 581 641 0 
328 581 518 641 634 0 
329 581 518 634 509 0 
330 370 430 379 315 0 
331 379 370 315 286 0 
332 379 370 286 395 0 
333 518 553 641 538 0 
334 370 430 315 368 0 
335 518 641 634 609 0 
336 370 430 368 474 0 
337 588 542 465 430 0 
338 370 315 286 285 0 
339 666 588 677 700 0 
340 677 666 700 756 0 
341 677 666 756 690 0 
342 641 581 634 708 0 
343 315 370 368 285 0 
344 581 634 708 659 0 
345 581 634 659 509 0 
346 286 370 285 335 0 
347 370 285 335 402 0 
348 641 581 708 677 0 
349 315 379 286 295 0 
350 666 588 700 678 0 
351 666 588 678 542 0 
352 379 286 295 327 0 
353 379 286 327 395 0 
354 708 581 659 684 0 
355 666 700 756 754 0 
356 538 569 630 518 0 
357 538 423 469 560 0 
358 700 666 678 754 0 
359 430 315 368 377 0 
360 368 430 377 476 0 
361 368 430 476 474 0 
362 708 581 684 677 0 
363 315 379 295 433 0 
364 315 379 433 430 0 
365 756 666 754 732 0 
366 700 677 756 760 0 
367 471 409 504 390 0 
368 402 471 509 390 0 
369 581 659 684 576 0 
370 581 659 576 520 0 
371 581 659 520 509 0 
372 677 756 760 751 0 
373 634 708 659 724 0 
374 538 439 569 518 0 
375 659 634 724 625 0 
376 659 634 625 509 0 
377 677 756 751 690 0 
378 578 631 690 677 0 
379 379 295 433 389 0 
380 471 409 390 358 0 
381 598 631 701 690 0 
382 295 379 327 389 0 
383 700 677 760 684 0 
384 471 504 609 509 0 
385 588 677 700 684 0 
386 634 708 724 723 0 
387 634 708 723 641 0 
388 504 471 390 509 0 
389 504 532 609 618 0 
390 358 402 335 305 0 
391 335 358 305 271 0 
392 335 358 271 365 0 
393 430 315 377 433 0 
394 684 581 576 588 0 
395 315 286 285 214 0 
396 285 315 214 275 0 
397 285 315 275 368 0 
398 569 608 630 672 0 
399 608 630 672 720 0 
400 608 630 720 665 0 
401 720 608 665 749 0 
402 665 720 749 767 0 
403 430 377 476 495 0 
404 430 377 495 433 0 
405 305 335 271 285 0 
406 305 335 285 402 0 
407 760 677 751 712 0 
408 760 677 712 708 0 
409 677 751 712 631 0 
410 286 315 295 214 0 
411 286 295 327 225 0 
412 327 286 225 273 0 
413 327 286 273 395 0 
414 286 295 225 214 0 
415 433 379 389 481 0 
416 433 379 481 430 0 
417 379 389 481 451 0 
418 724 634 723 687 0 
419 724 634 687 625 0 
420 659 576 520 626 0 
421 377 368 476 375 0 
422 368 476 375 441 0 
423 368 476 441 474 0 
424 377 368 375 275 0 
425 476 430 495 576 0 
426 409 532 504 502 0 
427 532 504 502 618 0 
428 588 700 678 684 0 
429 532 609 618 660 0 
430 532 609 660 569 0 
431 576 581 520 474 0 
432 315 368 377 275 0 
433 358 471 402 390 0 
434 708 659 724 775 0 
435 377 476 495 475 0 
436 504 409 502 415 0 
437 476 495 475 576 0 
438 708 659 775 684 0 
439 504 409 415 390 0 
440 295 327 225 289 0 
441 723 724 687 776 0 
442 724 687 776 745 0 
443 723 724 776 787 0 
444 776 724 745 794 0 
445 724 687 745 625 0 
446 687 776 745 759 0 
447 379 389 451 327 0 
448 518 402 509 474 0 
449 518 402 474 464 0 
450 609 504 618 615 0 
451 618 609 615 687 0 
452 609 615 687 625 0 
453 504 618 615 572 0 
454 504 618 572 502 0 
455 618 615 572 692 0 
456 618 615 692 759 0 
457 724 708 775 787 0 
458 569 608 672 498 0 
459 756 700 760 806 0 
460 476 377 375 475 0 
461 618 532 660 621 0 
462 618 532 621 502 0 
463 532 660 621 556 0 
464 532 660 556 569 0 
465 621 532 556 470 0 
466 660 618 621 750 0 
467 660 621 556 704 0 
468 556 660 704 672 0 
469 295 433 389 330 0 
470 225 327 273 274 0 
471 327 273 274 362 0 
472 327 273 362 395 0 
473 225 327 274 265 0 
474 274 225 265 190 0 
475 265 274 190 296 0 
476 274 225 190 273 0 
477 274 327 362 361 0 
478 273 274 362 281 0 
479 362 273 281 332 0 
480 362 273 332 395 0 
481 332 362 395 493 0 
482 470 506 498 556 0 
483 498 470 556 444 0 
484 556 498 444 569 0 
485 556 498 569 672 0 
486 556 498 672 682 0 
487 556 498 682 620 0 
488 556 498 620 506 0 
489 498 620 506 682 0 
490 700 756 754 806 0 
491 315 214 275 266 0 
492 275 315 266 377 0 
493 315 214 266 295 0 
494 214 275 266 182 0 
495 576 520 626 476 0 
496 576 520 476 474 0 
497 481 379 451 542 0 
498 451 481 542 530 0 
499 481 542 530 678 0 
500 542 451 530 599 0 
501 451 481 530 389 0 
502 630 672 720 746 0 
503 720 630 746 712 0 
504 630 746 712 641 0 
505 712 630 641 624 0 
506 641 712 624 677 0 
507 630 641 624 538 0 
508 712 624 677 631 0 
509 624 677 631 578 0 
510 624 677 578 553 0 
511 624 677 553 641 0 
512 553 624 641 538 0 
513 553 624 538 578 0 
514 631 624 578 538 0 
515 712 630 624 631 0 
516 631 624 538 630 0 
517 641 712 677 708 0 
518 641 712 708 723 0 
519 630 672 746 669 0 
520 630 672 669 569 0 
521 746 630 669 641 0 
522 630 669 641 569 0 
523 672 746 669 735 0 
524 669 672 735 660 0 
525 735 669 660 716 0 
526 660 735 716 750 0 
527 672 735 660 704 0 
528 669 660 716 609 0 
529 669 660 609 569 0 
530 735 660 704 750 0 
531 660 704 750 621 0 
532 704 750 621 691 0 
533 704 750 691 777 0 
534 621 704 691 556 0 
535 735 669 716 723 0 
536 669 716 723 687 0 
537 716 723 687 776 0 
538 687 716 776 759 0 
539 687 716 759 618 0 
540 669 716 687 609 0 
541 716 687 609 618 0 
542 723 669 687 634 0 
543 723 669 634 641 0 
544 723 669 641 746 0 
545 723 669 746 735 0 
546 660 716 609 618 0 
547 502 504 415 572 0 
548 659 684 576 648 0 
549 576 659 648 626 0 
550 659 684 648 775 0 
551 684 576 648 671 0 
552 576 648 671 596 0 
553 576 648 596 626 0 
554 684 576 671 588 0 
555 671 576 596 495 0 
556 375 368 441 329 0 
557 375 368 329 275 0 
558 368 441 329 402 0 
559 441 375 329 413 0 
560 375 329 413 309 0 
561 375 329 309 275 0 
562 751 760 712 792 0 
563 760 712 792 708 0 
564 712 751 792 764 0 
565 792 712 764 746 0 
566 712 751 764 631 0 
567 295 315 433 266 0 
568 724 659 625 697 0 
569 659 625 697 626 0 
570 724 659 697 775 0 
571 625 724 697 745 0 
572 286 225 273 203 0 
573 286 225 203 214 0 
574 273 286 203 282 0 
575 273 286 282 395 0 
576 225 273 203 189 0 
577 203 273 282 219 0 
578 273 282 219 332 0 
579 286 203 282 285 0 
580 203 225 189 150 0 
581 203 225 150 214 0 
582 286 285 214 203 0 
583 403 325 300 351 0 
584 358 402 305 390 0 
585 495 377 475 456 0 
586 495 377 456 433 0 
587 475 495 456 564 0 
588 475 495 564 596 0 
589 564 475 596 580 0 
590 596 564 580 662 0 
591 596 564 662 671 0 
592 475 596 580 570 0 
593 475 596 570 576 0 
594 580 596 662 667 0 
595 596 580 570 667 0 
596 596 662 667 648 0 
597 564 580 662 610 0 
598 662 564 610 658 0 
599 662 564 658 650 0 
600 662 564 650 671 0 
601 564 580 610 473 0 
602 564 580 473 475 0 
603 564 610 658 544 0 
604 610 564 473 544 0 
605 580 475 570 467 0 
606 475 570 467 375 0 
607 564 658 650 577 0 
608 658 564 544 577 0 
609 658 662 650 784 0 
610 650 564 577 495 0 
611 610 662 658 715 0 
612 662 580 667 714 0 
613 580 662 610 714 0 
614 580 610 473 536 0 
615 473 580 536 467 0 
616 570 580 467 561 0 
617 580 475 467 473 0 
618 467 570 561 489 0 
619 467 570 489 375 0 
620 570 580 561 667 0 
621 580 610 536 714 0 
622 610 658 544 606 0 
623 570 561 489 614 0 
624 658 650 577 709 0 
625 489 570 614 517 0 
626 489 570 517 375 0 
627 570 561 614 667 0 
628 610 473 536 535 0 
629 561 467 489 503 0 
630 467 489 503 386 0 
631 467 489 386 375 0 
632 610 473 535 544 0 
633 570 614 517 626 0 
634 517 570 626 477 0 
635 570 626 477 476 0 
636 626 517 477 520 0 
637 626 477 476 520 0 
638 477 476 520 441 0 
639 477 476 441 375 0 
640 441 477 375 517 0 
641 477 476 375 475 0 
642 520 477 441 517 0 
643 476 520 441 474 0 
644 477 476 475 570 0 
645 375 477 475 570 0 
646 517 570 477 375 0 
647 489 503 386 462 0 
648 386 489 462 422 0 
649 489 503 462 586 0 
650 489 503 586 561 0 
651 489 462 422 528 0 
652 489 462 528 586 0 
653 386 489 422 413 0 
654 536 610 535 681 0 
655 473 536 535 450 0 
656 473 536 450 467 0 
657 535 473 450 460 0 
658 536 535 450 563 0 
659 536 535 563 681 0 
660 535 450 563 425 0 
661 561 489 614 586 0 
662 561 467 503 536 0 
663 503 467 386 406 0 
664 503 467 406 536 0 
665 467 386 406 349 0 
666 467 386 349 375 0 
667 406 467 349 450 0 
668 614 489 517 528 0 
669 756 760 751 807 0 
670 751 756 807 823 0 
671 756 760 807 806 0 
672 760 751 807 792 0 
673 708 724 723 787 0 
674 408 334 426 345 0 
675 426 408 345 449 0 
676 334 426 345 344 0 
677 334 426 344 400 0 
678 426 345 344 455 0 
679 389 433 481 483 0 
680 520 659 626 625 0 
681 429 510 523 492 0 
682 523 429 492 445 0 
683 214 285 275 186 0 
684 214 285 186 203 0 
685 285 275 186 305 0 
686 275 214 186 182 0 
687 358 305 271 280 0 
688 271 358 280 351 0 
689 358 305 280 390 0 
690 305 271 280 205 0 
691 271 280 205 193 0 
692 271 280 193 351 0 
693 280 305 205 262 0 
694 280 305 262 390 0 
695 672 608 720 682 0 
696 672 608 682 498 0 
697 409 532 502 470 0 
698 420 494 539 443 0 
699 422 489 528 517 0 
700 609 504 615 509 0 
701 417 410 420 324 0 
702 345 334 344 252 0 
703 334 344 252 277 0 
704 345 334 252 300 0 
705 344 345 252 290 0 
706 344 345 290 378 0 
707 344 345 378 455 0 
708 378 344 455 428 0 
709 345 252 290 263 0 
710 252 290 263 199 0 
711 252 290 199 213 0 
712 345 252 263 300 0 
713 334 344 277 400 0 
714 494 469 560 583 0 
715 469 560 583 538 0 
716 243 183 272 192 0 
717 183 272 192 187 0 
718 272 243 192 284 0 
719 272 192 187 236 0 
720 272 192 236 284 0 
721 243 183 192 162 0 
722 183 272 187 231 0 
723 272 243 284 337 0 
724 281 362 332 376 0 
725 362 332 376 493 0 
726 281 362 376 393 0 
727 362 376 393 516 0 
728 332 281 376 236 0 
729 252 334 277 201 0 
730 192 183 187 126 0 
731 183 187 126 144 0 
732 192 183 126 162 0 
733 187 126 144 129 0 
734 144 187 129 219 0 
735 187 192 126 155 0 
736 187 126 129 155 0 
737 192 126 155 140 0 
738 192 126 140 162 0 
739 126 155 140 96 0 
740 126 155 96 129 0 
741 155 140 96 137 0 
742 155 140 137 206 0 
743 140 96 137 94 0 
744 96 137 94 108 0 
745 137 94 108 131 0 
746 96 137 108 95 0 
747 137 108 95 159 0 
748 137 108 159 223 0 
749 95 137 159 155 0 
750 137 159 155 207 0 
751 137 159 207 223 0 
752 155 137 207 206 0 
753 140 96 94 83 0 
754 140 96 83 126 0 
755 96 94 83 43 0 
756 96 94 43 61 0 
757 94 43 61 60 0 
758 94 43 60 83 0 
759 43 60 83 59 0 
760 43 61 60 36 0 
761 83 96 43 71 0 
762 83 96 71 126 0 
763 43 83 71 59 0 
764 126 144 129 71 0 
765 187 192 155 236 0 
766 137 140 94 114 0 
767 140 94 114 83 0 
768 94 114 83 60 0 
769 94 114 60 73 0 
770 94 114 73 131 0 
771 94 114 131 137 0 
772 183 187 144 231 0 
773 126 183 144 122 0 
774 126 183 122 162 0 
775 183 144 122 204 0 
776 144 126 122 71 0 
777 96 43 71 64 0 
778 96 43 64 61 0 
779 43 64 61 28 0 
780 71 96 64 129 0 
781 43 71 64 35 0 
782 43 71 35 41 0 
783 71 64 35 57 0 
784 64 35 57 26 0 
785 71 35 41 46 0 
786 35 41 46 29 0 
787 35 41 29 17 0 
788 29 35 17 21 0 
789 35 17 21 26 0 
790 17 29 21 7 0 
791 17 29 7 23 0 
792 21 17 7 8 0 
793 17 7 8 9 0 
794 17 7 9 23 0 
795 29 21 7 20 0 
796 7 29 20 23 0 
797 29 35 21 46 0 
798 29 21 20 46 0 
799 21 17 8 26 0 
800 21 7 20 11 0 
801 7 20 11 5 0 
802 21 7 11 8 0 
803 20 21 11 30 0 
804 11 20 30 22 0 
805 20 21 30 46 0 
806 21 11 30 24 0 
807 11 30 24 25 0 
808 11 30 25 22 0 
809 21 11 24 13 0 
810 24 11 25 15 0 
811 30 24 25 50 0 
812 25 30 50 48 0 
813 30 24 50 42 0 
814 30 24 42 21 0 
815 50 30 42 67 0 
816 50 30 67 48 0 
817 25 30 48 22 0 
818 30 42 67 53 0 
819 24 25 50 38 0 
820 71 35 46 57 0 
821 24 25 38 15 0 
822 43 71 41 59 0 
823 71 64 57 129 0 
824 41 46 29 56 0 
825 64 43 35 28 0 
826 35 43 41 17 0 
827 724 776 787 794 0 
828 377 475 456 349 0 
829 67 30 53 47 0 
830 67 30 47 48 0 
831 30 53 47 46 0 
832 53 67 47 74 0 
833 67 47 74 85 0 
834 53 67 74 57 0 
835 47 74 85 82 0 
836 85 47 82 68 0 
837 47 74 82 63 0 
838 47 74 63 46 0 
839 82 85 68 120 0 
840 85 68 120 102 0 
841 85 68 102 48 0 
842 82 85 120 130 0 
843 82 85 130 74 0 
844 85 120 130 147 0 
845 85 120 147 102 0 
846 120 130 147 185 0 
847 147 120 185 170 0 
848 147 120 170 102 0 
849 120 130 185 132 0 
850 120 130 132 82 0 
851 130 185 132 200 0 
852 185 132 200 229 0 
853 185 132 229 181 0 
854 185 132 181 120 0 
855 132 200 229 263 0 
856 130 185 200 202 0 
857 200 130 202 193 0 
858 130 185 202 147 0 
859 185 200 202 268 0 
860 200 202 268 258 0 
861 200 202 258 193 0 
862 202 258 193 280 0 
863 185 200 268 229 0 
864 202 268 258 292 0 
865 258 202 292 280 0 
866 292 258 280 409 0 
867 202 292 280 262 0 
868 202 268 292 251 0 
869 202 268 251 185 0 
870 268 258 292 353 0 
871 258 292 353 409 0 
872 268 292 251 346 0 
873 268 258 353 302 0 
874 268 258 302 200 0 
875 268 292 346 353 0 
876 292 251 346 312 0 
877 292 251 312 262 0 
878 346 292 312 415 0 
879 85 47 68 48 0 
880 82 47 63 44 0 
881 82 47 44 68 0 
882 47 63 44 20 0 
883 63 82 44 89 0 
884 44 63 89 45 0 
885 63 82 89 112 0 
886 82 89 112 132 0 
887 63 82 112 74 0 
888 82 44 89 93 0 
889 82 44 93 68 0 
890 44 89 93 69 0 
891 44 89 69 45 0 
892 89 93 69 123 0 
893 93 69 123 110 0 
894 93 69 110 52 0 
895 123 93 110 177 0 
896 89 93 123 132 0 
897 130 85 147 125 0 
898 130 85 125 74 0 
899 85 147 125 113 0 
900 85 147 113 102 0 
901 125 85 113 67 0 
902 147 130 125 202 0 
903 93 44 69 52 0 
904 147 125 113 175 0 
905 113 147 175 163 0 
906 147 125 175 202 0 
907 175 113 163 157 0 
908 125 113 175 128 0 
909 113 163 157 117 0 
910 113 163 117 102 0 
911 175 113 157 128 0 
912 125 113 128 67 0 
913 113 147 163 102 0 
914 89 63 112 92 0 
915 112 89 92 149 0 
916 63 112 92 90 0 
917 63 112 90 74 0 
918 92 112 149 151 0 
919 92 112 151 90 0 
920 112 149 151 174 0 
921 112 149 174 132 0 
922 89 63 92 45 0 
923 149 151 174 252 0 
924 112 89 149 132 0 
925 147 175 163 251 0 
926 89 92 149 86 0 
927 67 47 85 48 0 
928 74 67 85 125 0 
929 89 82 93 132 0 
930 151 112 174 154 0 
931 151 112 154 90 0 
932 112 174 154 200 0 
933 174 151 154 201 0 
934 174 151 201 252 0 
935 47 53 74 46 0 
936 68 82 120 93 0 
937 69 89 123 81 0 
938 69 89 81 45 0 
939 123 69 81 91 0 
940 69 81 91 51 0 
941 91 69 51 65 0 
942 69 81 51 45 0 
943 123 69 91 110 0 
944 69 91 110 65 0 
945 183 204 231 144 0 
946 648 684 671 744 0 
947 671 648 744 718 0 
948 648 684 744 775 0 
949 648 744 718 785 0 
950 671 648 718 662 0 
951 744 671 718 709 0 
952 684 671 744 721 0 
953 671 744 721 709 0 
954 684 671 721 678 0 
955 671 721 678 709 0 
956 744 684 721 770 0 
957 684 721 770 700 0 
958 684 721 700 678 0 
959 721 700 678 754 0 
960 721 700 754 806 0 
961 721 770 700 806 0 
962 770 684 700 760 0 
963 700 770 760 806 0 
964 678 721 754 731 0 
965 678 721 731 709 0 
966 721 754 731 780 0 
967 731 721 780 709 0 
968 780 731 709 793 0 
969 721 754 780 806 0 
970 754 731 780 793 0 
971 744 684 770 775 0 
972 721 744 770 780 0 
973 205 271 193 173 0 
974 271 193 173 222 0 
975 205 271 173 220 0 
976 271 173 220 282 0 
977 193 173 222 154 0 
978 193 205 173 125 0 
979 271 193 222 351 0 
980 205 271 220 305 0 
981 173 271 222 282 0 
982 173 205 220 186 0 
983 205 220 186 305 0 
984 251 268 346 287 0 
985 251 268 287 185 0 
986 268 346 287 356 0 
987 268 346 356 353 0 
988 287 268 356 229 0 
989 346 251 287 321 0 
990 251 287 321 228 0 
991 346 251 321 312 0 
992 321 251 228 256 0 
993 321 251 256 312 0 
994 251 228 256 163 0 
995 287 346 321 340 0 
996 321 287 340 259 0 
997 287 340 259 233 0 
998 251 287 228 185 0 
999 287 321 228 259 0 
1000 228 287 259 181 0 
1001 346 287 356 340 0 
1002 287 356 340 314 0 
1003 228 321 256 326 0 
1004 203 273 219 189 0 
1005 24 50 42 55 0 
1006 42 24 55 26 0 
1007 24 50 55 38 0 
1008 50 42 55 75 0 
1009 42 55 75 72 0 
1010 50 42 75 67 0 
1011 55 75 72 98 0 
1012 72 55 98 62 0 
1013 72 55 62 42 0 
1014 55 75 98 77 0 
1015 55 75 77 50 0 
1016 98 55 77 101 0 
1017 77 98 101 138 0 
