==================================================================
                        General Data File
==================================================================
Units:
length m mass kg
Number of elements and nodes:
3979 864

.................................................................

Node                X m        Y m        Z m
Coordinates:
2012 577 544 440 456 0 
2013 544 440 456 460 0 
2014 440 577 456 433 0 
2015 456 440 433 360 0 
2016 456 440 360 354 0 
2017 456 440 354 396 0 
2018 440 360 354 383 0 
2019 360 354 383 270 0 
2020 360 354 270 311 0 
2021 360 354 311 456 0 
2022 440 360 383 330 0 
2023 354 440 383 460 0 
2024 354 383 270 338 0 
2025 354 383 338 460 0 
2026 270 354 338 311 0 
2027 354 338 311 396 0 
2028 354 338 396 460 0 
2029 396 354 460 440 0 
2030 338 396 460 425 0 
2031 311 354 396 456 0 
2032 396 460 425 450 0 
2033 456 440 396 460 0 
2034 383 360 270 330 0 
2035 311 360 456 377 0 
2036 270 360 311 266 0 
2037 360 311 266 377 0 
2038 360 270 330 266 0 
2039 338 396 425 319 0 
2040 396 460 450 473 0 
2041 396 460 473 456 0 
2042 450 396 473 319 0 
2043 473 396 456 311 0 
2044 535 460 544 473 0 
2045 475 495 596 576 0 
2046 613 586 673 703 0 
2047 633 739 635 688 0 
2048 739 635 688 713 0 
2049 635 633 688 571 0 
2050 635 688 713 655 0 
2051 387 436 310 322 0 
2052 586 551 657 611 0 
2053 131 167 215 223 0 
2054 675 676 602 502 0 
2055 405 436 458 322 0 
2056 672 556 682 704 0 
2057 264 246 166 276 0 
2058 818 785 814 755 0 
2059 814 818 755 775 0 
2060 818 755 775 697 0 
2061 755 775 697 648 0 
2062 755 775 648 744 0 
2063 648 755 744 785 0 
2064 755 775 744 814 0 
2065 818 785 755 766 0 
2066 755 818 766 697 0 
2067 766 755 697 725 0 
2068 697 766 725 722 0 
2069 697 766 722 772 0 
2070 766 722 772 813 0 
2071 772 766 813 798 0 
2072 766 725 722 774 0 
2073 722 766 774 813 0 
2074 697 766 772 798 0 
2075 766 813 798 818 0 
2076 813 772 798 788 0 
2077 813 772 788 800 0 
2078 772 798 788 697 0 
2079 697 766 798 818 0 
2080 766 813 818 785 0 
2081 813 798 818 842 0 
2082 766 774 813 785 0 
2083 766 755 725 785 0 
2084 813 772 800 722 0 
2085 725 697 722 626 0 
2086 722 697 772 695 0 
2087 798 818 842 821 0 
2088 725 722 774 673 0 
2089 774 722 813 800 0 
2090 785 814 755 744 0 
2091 788 772 697 726 0 
2092 788 772 726 800 0 
2093 725 766 785 774 0 
2094 755 697 725 648 0 
2095 725 755 648 785 0 
2096 697 725 648 626 0 
2097 725 648 626 614 0 
2098 798 813 788 848 0 
2099 89 92 86 45 0 
2100 129 127 155 96 0 
2101 293 291 208 235 0 
2102 291 208 235 213 0 
2103 208 293 235 216 0 
2104 208 235 213 141 0 
2105 293 291 235 392 0 
2106 235 208 216 176 0 
2107 235 208 176 141 0 
2108 769 800 797 743 0 
2109 758 742 778 617 0 
2110 5 18 10 16 0 
2111 5 18 16 34 0 
2112 18 16 34 44 0 
2113 18 10 16 19 0 
2114 10 16 19 6 0 
2115 16 19 6 23 0 
2116 10 16 6 5 0 
2117 765 727 803 747 0 
2118 765 727 747 670 0 
2119 803 765 747 825 0 
2120 727 803 747 771 0 
2121 803 747 771 797 0 
2122 747 771 797 769 0 
2123 803 747 797 825 0 
2124 747 727 771 706 0 
2125 771 747 706 769 0 
2126 747 727 706 651 0 
2127 706 747 651 769 0 
2128 706 771 769 736 0 
2129 706 771 736 742 0 
2130 706 771 742 778 0 
2131 10 31 19 18 0 
2132 825 824 844 791 0 
2133 825 824 791 797 0 
2134 844 825 791 808 0 
2135 216 208 142 176 0 
2136 591 552 683 584 0 
2137 552 683 584 653 0 
2138 584 552 653 522 0 
2139 584 552 522 421 0 
2140 591 552 584 551 0 
2141 552 584 551 421 0 
2142 683 584 653 674 0 
2143 584 653 674 646 0 
2144 683 584 674 707 0 
2145 674 584 646 611 0 
2146 674 584 611 707 0 
2147 2 5 10 6 0 
2148 31 65 51 52 0 
2149 31 51 19 32 0 
2150 51 19 32 44 0 
2151 31 51 32 52 0 
2152 32 31 52 18 0 
2153 52 32 18 44 0 
2154 32 31 18 19 0 
2155 52 32 44 51 0 
2156 803 727 778 771 0 
2157 293 385 291 392 0 
2158 194 261 216 176 0 
2159 194 261 176 195 0 
2160 176 194 195 123 0 
2161 195 176 123 158 0 
2162 195 176 158 199 0 
2163 176 158 199 149 0 
2164 158 199 149 174 0 
2165 176 123 158 149 0 
2166 149 158 174 132 0 
2167 158 199 174 263 0 
2168 199 149 174 252 0 
2169 158 199 263 195 0 
2170 176 194 123 142 0 
2171 123 176 142 141 0 
2172 123 158 149 89 0 
2173 158 149 89 132 0 
2174 683 707 719 591 0 
2175 653 522 637 646 0 
2176 91 142 81 123 0 
2177 91 142 123 156 0 
2178 142 81 123 141 0 
2179 5 22 18 34 0 
2180 22 18 34 49 0 
2181 18 34 49 44 0 
2182 34 22 49 48 0 
2183 156 216 142 194 0 
2184 216 261 293 235 0 
2185 261 293 235 392 0 
2186 142 208 141 176 0 
2187 674 703 707 611 0 
2188 674 703 611 679 0 
2189 703 611 679 613 0 
2190 703 611 613 586 0 
2191 19 51 45 44 0 
2192 797 800 824 743 0 
2193 606 544 663 658 0 
2194 543 432 540 534 0 
2195 583 701 665 635 0 
2196 583 701 635 633 0 
2197 665 583 635 560 0 
2198 665 583 560 538 0 
2199 635 583 633 537 0 
2200 635 583 537 494 0 
2201 633 635 537 571 0 
2202 537 633 571 516 0 
2203 542 451 599 484 0 
2204 542 451 484 465 0 
2205 451 599 484 568 0 
2206 678 542 515 481 0 
2207 542 515 481 430 0 
2208 515 481 430 495 0 
2209 430 515 495 576 0 
2210 515 481 495 587 0 
2211 515 481 587 678 0 
2212 587 515 678 671 0 
2213 495 515 587 671 0 
2214 678 587 671 709 0 
2215 846 840 857 826 0 
2216 857 846 826 828 0 
2217 846 826 828 795 0 
2218 846 826 795 840 0 
2219 826 795 840 839 0 
2220 826 795 839 799 0 
2221 840 826 839 857 0 
2222 826 839 857 830 0 
2223 826 839 830 799 0 
2224 830 826 799 776 0 
2225 826 828 795 776 0 
2226 795 826 776 799 0 
2227 857 826 830 828 0 
2228 826 830 828 776 0 
2229 499 479 589 562 0 
2230 499 479 562 497 0 
2231 479 562 497 461 0 
2232 562 497 461 603 0 
2233 562 497 603 636 0 
2234 562 497 636 554 0 
2235 603 562 636 643 0 
2236 479 589 562 461 0 
2237 461 562 603 589 0 
2238 562 603 589 643 0 
2239 562 497 554 524 0 
2240 195 241 261 260 0 
2241 195 241 260 314 0 
2242 551 657 611 707 0 
2243 657 611 707 703 0 
2244 707 657 703 736 0 
2245 707 657 736 742 0 
2246 707 657 742 719 0 
2247 657 611 703 586 0 
2248 563 652 525 519 0 
2249 525 563 519 450 0 
2250 563 652 519 679 0 
2251 851 841 850 817 0 
2252 841 850 817 807 0 
2253 817 841 807 806 0 
2254 841 850 807 847 0 
2255 595 617 627 727 0 
2256 591 527 458 551 0 
2257 49 84 52 68 0 
2258 86 92 148 106 0 
2259 358 271 365 351 0 
2260 29 20 23 39 0 
2261 23 29 39 56 0 
2262 29 20 39 46 0 
2263 39 29 46 56 0 
2264 20 39 46 63 0 
2265 39 46 63 70 0 
2266 39 46 70 56 0 
2267 714 715 753 662 0 
2268 753 714 662 752 0 
2269 207 238 159 155 0 
2270 207 238 155 192 0 
2271 430 476 474 576 0 
2272 28 17 27 43 0 
2273 660 716 618 750 0 
2274 451 379 327 484 0 
2275 234 255 299 172 0 
2276 234 255 172 253 0 
2277 791 844 808 796 0 
2278 117 161 87 105 0 
2279 87 117 105 58 0 
2280 117 161 105 168 0 
2281 105 117 168 102 0 
2282 332 341 282 219 0 
2283 341 282 219 222 0 
2284 532 621 502 470 0 
2285 438 410 526 427 0 
2286 558 651 595 548 0 
2287 651 595 548 670 0 
2288 365 427 351 325 0 
2289 277 334 400 276 0 
2290 113 99 128 67 0 
2291 90 63 74 46 0 
2292 96 71 126 129 0 
2293 189 273 281 190 0 
2294 596 576 626 570 0 
2295 626 596 570 648 0 
2296 113 85 102 48 0 
2297 30 47 48 34 0 
2298 251 256 312 175 0 
2299 112 154 90 74 0 
2300 468 548 558 595 0 
2301 130 125 202 193 0 
2302 304 386 405 255 0 
2303 494 539 443 537 0 
2304 539 443 537 571 0 
2305 537 539 571 638 0 
2306 443 537 571 516 0 
2307 443 494 537 583 0 
2308 494 539 537 655 0 
2309 539 571 638 472 0 
2310 537 539 638 655 0 
2311 120 170 102 88 0 
2312 543 468 548 540 0 
2313 559 535 689 681 0 
2314 507 593 604 632 0 
2315 507 593 632 619 0 
2316 593 604 632 691 0 
2317 632 593 691 680 0 
2318 632 593 680 620 0 
2319 593 680 620 691 0 
2320 680 632 620 619 0 
2321 620 680 619 693 0 
2322 680 620 691 704 0 
2323 632 593 620 619 0 
2324 691 680 704 777 0 
2325 680 620 704 682 0 
2326 680 620 682 693 0 
2327 691 632 680 738 0 
2328 698 730 622 616 0 
2329 41 29 17 27 0 
2330 29 17 27 23 0 
2331 41 29 27 23 0 
2332 41 29 23 56 0 
2333 295 389 289 330 0 
2334 172 109 118 134 0 
2335 109 118 134 76 0 
2336 172 109 134 138 0 
2337 279 201 276 334 0 
2338 391 403 507 408 0 
2339 162 107 126 83 0 
2340 107 126 83 71 0 
2341 162 107 83 104 0 
2342 107 83 104 103 0 
2343 162 107 104 160 0 
2344 162 107 160 166 0 
2345 107 104 160 103 0 
2346 83 107 71 70 0 
2347 83 107 70 103 0 
2348 71 83 70 59 0 
2349 602 604 531 505 0 
2350 604 531 505 514 0 
2351 315 377 433 266 0 
2352 100 57 64 129 0 
2353 707 657 719 591 0 
2354 478 526 557 640 0 
2355 845 830 809 810 0 
2356 809 845 810 831 0 
2357 845 810 831 856 0 
2358 425 396 450 319 0 
2359 86 92 106 56 0 
2360 86 92 56 45 0 
2361 481 587 678 644 0 
2362 587 678 644 709 0 
2363 481 587 644 546 0 
2364 587 644 546 577 0 
2365 546 587 577 433 0 
2366 587 644 577 709 0 
2367 644 546 577 597 0 
2368 546 577 597 521 0 
2369 481 587 546 433 0 
2370 727 747 670 651 0 
2371 614 695 722 647 0 
2372 614 695 647 517 0 
2373 695 722 647 769 0 
2374 774 722 800 769 0 
2375 228 259 244 170 0 
2376 228 259 170 181 0 
2377 70 90 63 56 0 
2378 325 427 331 365 0 
2379 135 116 125 67 0 
2380 631 690 677 751 0 
2381 736 703 740 586 0 
2382 81 86 45 89 0 
2383 535 425 460 450 0 
2384 657 703 736 586 0 
2385 635 537 571 638 0 
2386 616 548 622 698 0 
2387 534 617 627 501 0 
2388 16 6 5 7 0 
2389 16 6 7 23 0 
2390 18 32 19 16 0 
2391 32 19 16 44 0 
2392 18 32 16 44 0 
2393 762 754 793 717 0 
2394 304 386 255 309 0 
2395 486 507 408 594 0 
2396 100 57 129 144 0 
2397 129 100 144 139 0 
2398 129 100 139 150 0 
2399 144 129 139 219 0 
2400 129 100 150 127 0 
2401 129 100 127 64 0 
2402 100 150 127 97 0 
2403 127 100 97 64 0 
2404 757 768 790 710 0 
2405 757 768 710 663 0 
2406 768 710 663 734 0 
2407 790 757 710 709 0 
2408 710 790 709 763 0 
2409 790 709 763 822 0 
2410 763 790 822 802 0 
2411 822 763 802 734 0 
2412 763 802 734 710 0 
2413 734 763 710 685 0 
2414 734 763 685 733 0 
2415 763 685 733 709 0 
2416 685 733 709 644 0 
2417 685 733 644 717 0 
2418 685 733 717 734 0 
2419 733 644 717 754 0 
2420 644 685 717 734 0 
2421 763 685 709 710 0 
2422 763 790 802 710 0 
2423 734 763 733 793 0 
2424 733 763 709 793 0 
2425 710 757 663 658 0 
2426 663 710 658 577 0 
2427 710 757 658 709 0 
2428 710 658 577 709 0 
2429 733 717 734 793 0 
2430 733 717 793 754 0 
2431 549 611 679 646 0 
2432 537 443 583 493 0 
2433 537 443 493 516 0 
2434 443 493 516 376 0 
2435 583 537 493 633 0 
2436 590 484 599 568 0 
2437 562 636 643 554 0 
2438 486 582 619 594 0 
2439 619 486 594 507 0 
2440 123 158 89 132 0 
2441 394 306 431 318 0 
2442 394 306 318 276 0 
2443 306 318 276 246 0 
2444 306 431 318 429 0 
2445 404 363 422 313 0 
2446 830 799 809 759 0 
2447 512 594 579 408 0 
2448 661 652 639 525 0 
2449 14 3 9 8 0 
2450 60 43 36 27 0 
2451 551 657 707 591 0 
2452 829 807 832 850 0 
2453 829 807 850 847 0 
2454 719 742 758 656 0 
2455 758 719 656 654 0 
2456 656 758 654 617 0 
2457 654 656 617 591 0 
2458 742 758 656 617 0 
2459 656 742 617 592 0 
2460 617 656 592 591 0 
2461 719 656 654 591 0 
2462 719 656 591 657 0 
2463 719 742 656 657 0 
2464 335 282 285 286 0 
2465 336 256 321 326 0 
2466 99 117 87 48 0 
2467 335 341 365 271 0 
2468 444 532 470 556 0 
2469 39 23 56 45 0 
2470 223 167 137 131 0 
2471 395 332 493 443 0 
2472 859 848 858 828 0 
2473 554 497 418 400 0 
2474 822 763 734 793 0 
2475 770 684 760 708 0 
2476 530 542 599 664 0 
2477 83 104 114 140 0 
2478 83 104 140 162 0 
2479 267 369 278 243 0 
2480 455 378 428 392 0 
2481 864 858 863 846 0 
2482 603 575 461 589 0 
2483 411 323 364 278 0 
2484 863 855 862 854 0 
2485 838 820 853 834 0 
2486 850 854 862 843 0 
2487 850 854 843 819 0 
2488 854 843 819 855 0 
2489 854 862 843 855 0 
2490 862 843 855 851 0 
2491 843 855 851 821 0 
2492 843 855 821 819 0 
2493 862 843 851 850 0 
2494 821 843 819 817 0 
2495 843 819 817 850 0 
2496 821 843 817 827 0 
2497 843 817 827 851 0 
2498 827 843 851 821 0 
2499 843 817 851 850 0 
2500 819 821 817 787 0 
2501 819 821 787 828 0 
2502 817 821 827 770 0 
2503 817 827 851 806 0 
2504 817 819 787 792 0 
2505 817 819 792 832 0 
2506 819 792 832 811 0 
2507 792 832 811 805 0 
2508 827 817 770 806 0 
2509 858 855 863 846 0 
2510 793 820 838 780 0 
2511 822 793 838 816 0 
2512 860 850 862 851 0 
2513 452 364 343 411 0 
2514 680 632 619 738 0 
2515 364 323 283 257 0 
2516 445 461 575 523 0 
2517 575 573 565 492 0 
2518 573 565 492 574 0 
2519 352 420 398 472 0 
2520 563 525 425 450 0 
2521 770 827 806 833 0 
2522 827 806 833 851 0 
2523 833 827 851 835 0 
2524 833 827 835 814 0 
2525 827 851 835 821 0 
2526 835 827 821 775 0 
2527 827 835 814 775 0 
2528 833 827 814 770 0 
2529 108 137 131 223 0 
2530 187 129 219 189 0 
2531 288 375 349 309 0 
2532 599 590 568 732 0 
2533 614 673 722 725 0 
2534 722 614 725 626 0 
2535 378 342 428 392 0 
2536 511 616 622 555 0 
2537 530 542 664 678 0 
2538 356 447 353 346 0 
2539 356 447 346 457 0 
2540 859 858 864 846 0 
2541 436 310 322 405 0 
2542 739 635 713 767 0 
2543 542 451 465 379 0 
2544 822 763 793 709 0 
2545 470 593 556 621 0 
2546 500 413 404 558 0 
2547 106 122 151 165 0 
2548 106 122 165 162 0 
2549 151 106 165 148 0 
2550 122 165 162 212 0 
2551 165 162 212 246 0 
2552 122 165 212 201 0 
2553 165 212 201 276 0 
2554 165 212 276 246 0 
2555 219 187 189 236 0 
2556 848 842 858 828 0 
2557 418 497 373 400 0 
2558 821 817 787 770 0 
2559 306 318 246 243 0 
2560 306 318 243 337 0 
2561 167 215 223 283 0 
2562 753 784 783 718 0 
2563 783 753 718 752 0 
2564 784 783 718 812 0 
2565 104 160 164 162 0 
2566 397 313 262 312 0 
2567 782 748 789 808 0 
2568 617 592 527 591 0 
2569 359 434 410 331 0 
2570 456 473 544 460 0 
2571 784 753 757 658 0 
2572 164 114 104 140 0 
2573 824 796 837 849 0 
2574 811 764 792 805 0 
2575 792 832 805 807 0 
2576 682 556 620 704 0 
2577 791 825 797 747 0 
2578 774 722 769 740 0 
2579 774 722 740 673 0 
2580 740 774 673 725 0 
2581 105 117 102 58 0 
2582 595 592 706 586 0 
2583 769 706 736 647 0 
2584 310 387 322 250 0 
2585 322 310 250 197 0 
2586 602 604 505 676 0 
2587 599 666 732 664 0 
2588 264 246 276 318 0 
2589 532 444 569 556 0 
2590 478 557 582 640 0 
2591 557 582 640 693 0 
2592 366 363 313 256 0 
2593 338 311 396 319 0 
2594 309 422 386 298 0 
2595 783 812 814 744 0 
2596 626 517 520 625 0 
2597 150 190 127 97 0 
2598 69 51 65 52 0 
2599 352 272 420 297 0 
2600 352 272 297 236 0 
2601 352 272 236 307 0 
2602 236 352 307 376 0 
2603 297 272 219 236 0 
2604 805 764 767 811 0 
2605 411 485 463 574 0 
2606 485 463 574 398 0 
2607 720 749 767 764 0 
2608 720 749 764 811 0 
2609 767 720 764 665 0 
2610 685 709 710 577 0 
2611 108 95 61 96 0 
2612 297 331 341 231 0 
2613 329 397 262 305 0 
2614 262 329 305 186 0 
2615 593 604 691 621 0 
2616 691 593 621 556 0 
2617 181 195 177 93 0 
2618 833 814 812 744 0 
2619 846 819 795 828 0 
2620 89 123 81 141 0 
2621 106 107 162 166 0 
2622 447 457 529 607 0 
2623 189 179 281 236 0 
2624 563 519 450 549 0 
2625 563 519 549 679 0 
2626 141 148 86 149 0 
2627 428 455 487 355 0 
2628 849 837 856 831 0 
2629 487 554 418 524 0 
2630 837 848 856 810 0 
2631 856 848 859 845 0 
2632 355 487 418 400 0 
2633 225 190 150 191 0 
2634 225 190 191 265 0 
2635 190 191 265 178 0 
2636 265 190 178 296 0 
2637 150 225 191 214 0 
2638 455 524 487 400 0 
2639 77 109 138 76 0 
2640 77 109 76 66 0 
2641 347 318 264 394 0 
2642 347 318 394 445 0 
2643 41 43 27 17 0 
2644 371 279 334 300 0 
2645 80 135 75 67 0 
2646 484 451 568 480 0 
2647 275 285 368 305 0 
2648 285 368 305 402 0 
2649 452 463 574 411 0 
2650 452 463 411 343 0 
2651 836 853 847 820 0 
2652 836 853 820 834 0 
2653 770 721 780 806 0 
2654 298 388 422 386 0 
2655 260 316 229 314 0 
2656 316 229 314 356 0 
2657 307 238 207 192 0 
2658 526 410 434 427 0 
2659 7 8 3 4 0 
2660 750 621 691 676 0 
2661 621 691 676 604 0 
2662 750 621 676 618 0 
2663 621 676 618 502 0 
2664 824 791 797 743 0 
2665 420 539 482 472 0 
2666 363 298 422 313 0 
2667 728 715 689 606 0 
2668 36 28 14 27 0 
2669 61 54 28 64 0 
2670 61 54 64 95 0 
2671 54 64 95 97 0 
2672 54 64 97 62 0 
2673 54 28 64 26 0 
2674 64 61 95 96 0 
2675 95 64 96 127 0 
2676 54 64 62 26 0 
2677 73 61 36 60 0 
2678 681 689 715 535 0 
2679 689 681 661 559 0 
2680 606 663 728 658 0 
2681 26 13 8 21 0 
2682 389 451 327 437 0 
2683 768 790 710 802 0 
2684 307 339 236 376 0 
2685 318 267 243 369 0 
2686 644 685 734 642 0 
2687 644 685 642 597 0 
2688 685 734 642 597 0 
2689 644 685 597 577 0 
2690 644 685 577 709 0 
2691 687 745 625 694 0 
2692 618 572 502 675 0 
2693 170 120 181 136 0 
2694 170 120 136 88 0 
2695 120 181 136 93 0 
2696 181 170 136 180 0 
2697 170 136 180 88 0 
2698 125 130 74 116 0 
2699 74 125 116 67 0 
2700 539 420 443 472 0 
2701 432 308 336 419 0 
2702 794 828 787 821 0 
2703 787 794 821 775 0 
2704 821 787 775 770 0 
2705 170 147 102 163 0 
2706 154 151 90 122 0 
2707 810 782 759 809 0 
2708 759 810 809 830 0 
2709 405 491 406 380 0 
2710 44 93 68 52 0 
2711 748 649 694 616 0 
2712 406 304 405 299 0 
2713 679 711 703 613 0 
2714 679 711 613 714 0 
2715 711 703 613 673 0 
2716 613 711 673 667 0 
2717 344 277 400 355 0 
2718 646 652 679 519 0 
2719 708 775 787 770 0 
2720 481 433 430 495 0 
2721 90 79 74 116 0 
2722 79 74 116 80 0 
2723 116 79 80 144 0 
2724 90 79 116 144 0 
2725 851 841 817 806 0 
2726 752 711 714 667 0 
2727 103 59 56 70 0 
2728 416 511 454 555 0 
2729 545 435 500 615 0 
2730 743 747 791 797 0 
2731 743 747 797 769 0 
2732 268 302 356 229 0 
2733 713 665 749 767 0 
2734 582 499 668 579 0 
2735 109 143 118 87 0 
2736 650 671 495 587 0 
2737 650 671 587 709 0 
2738 606 535 610 715 0 
2739 657 736 742 706 0 
2740 230 206 283 323 0 
2741 283 230 323 223 0 
2742 230 206 323 307 0 
2743 134 109 76 138 0 
2744 98 72 62 111 0 
2745 72 62 111 97 0 
2746 98 72 111 150 0 
2747 62 111 97 133 0 
2748 111 72 97 150 0 
2749 111 97 133 191 0 
2750 133 111 191 150 0 
2751 133 111 150 98 0 
2752 133 111 98 62 0 
2753 97 111 150 191 0 
2754 475 476 576 570 0 
2755 214 266 295 218 0 
2756 295 225 214 218 0 
2757 692 572 675 686 0 
2758 353 292 415 409 0 
2759 288 217 309 253 0 
2760 288 217 253 182 0 
2761 318 333 369 445 0 
2762 711 740 703 673 0 
2763 711 740 673 752 0 
2764 740 703 673 586 0 
2765 673 740 586 647 0 
2766 740 673 752 725 0 
2767 5 12 22 11 0 
2768 5 12 11 4 0 
2769 552 458 421 551 0 
2770 421 401 522 491 0 
2771 754 762 732 664 0 
2772 49 88 84 68 0 
2773 49 88 68 58 0 
2774 129 127 96 64 0 
2775 12 4 15 11 0 
2776 357 490 401 399 0 
2777 431 394 318 429 0 
2778 653 584 522 646 0 
2779 231 269 331 325 0 
2780 201 165 276 188 0 
2781 201 165 188 151 0 
2782 201 165 151 122 0 
2783 188 201 151 252 0 
2784 276 201 188 277 0 
2785 188 276 277 264 0 
2786 276 277 264 373 0 
2787 188 276 264 166 0 
2788 264 188 166 245 0 
2789 264 188 245 277 0 
2790 188 245 277 213 0 
2791 245 264 277 373 0 
2792 264 276 373 394 0 
2793 188 166 245 148 0 
2794 245 188 148 213 0 
2795 188 166 148 165 0 
2796 188 166 165 276 0 
2797 772 722 695 800 0 
2798 583 635 560 494 0 
2799 346 353 415 447 0 
2800 199 176 149 141 0 
2801 694 692 759 789 0 
2802 440 544 383 460 0 
2803 57 35 21 26 0 
2804 158 174 132 263 0 
2805 696 645 655 526 0 
2806 263 252 174 232 0 
2807 174 263 232 200 0 
2808 232 174 200 154 0 
2809 232 174 154 201 0 
2810 85 113 67 48 0 
2811 513 612 539 655 0 
2812 277 334 276 201 0 
2813 475 467 473 349 0 
2814 451 599 568 530 0 
2815 568 451 530 437 0 
2816 599 568 530 664 0 
2817 568 530 664 533 0 
2818 568 530 533 437 0 
2819 530 664 533 644 0 
2820 530 664 644 678 0 
2821 474 581 588 576 0 
2822 760 770 708 787 0 
2823 403 391 300 408 0 
2824 451 465 379 484 0 
2825 349 386 309 375 0 
2826 630 720 665 712 0 
2827 192 284 278 206 0 
2828 284 278 206 323 0 
2829 395 423 464 335 0 
2830 857 846 828 859 0 
2831 245 277 213 355 0 
2832 373 418 400 277 0 
2833 292 312 415 390 0 
2834 447 382 353 459 0 
2835 447 382 459 531 0 
2836 382 459 531 514 0 
2837 382 353 459 391 0 
2838 353 459 391 502 0 
2839 459 382 391 514 0 
2840 353 447 459 502 0 
2841 157 209 153 255 0 
2842 809 789 831 782 0 
2843 789 831 782 808 0 
2844 153 99 77 128 0 
2845 24 21 13 26 0 
2846 13 24 26 37 0 
2847 13 24 37 15 0 
2848 782 694 759 789 0 
2849 157 163 247 161 0 
2850 491 549 406 380 0 
2851 623 499 589 643 0 
2852 338 226 270 311 0 
2853 525 399 425 380 0 
2854 676 621 604 505 0 
2855 521 597 663 577 0 
2856 235 291 213 290 0 
2857 235 291 290 392 0 
2858 720 764 665 712 0 
2859 201 188 277 252 0 
2860 331 231 325 222 0 
2861 331 231 222 341 0 
2862 137 167 206 140 0 
2863 137 167 140 114 0 
2864 167 206 140 114 0 
2865 165 188 151 148 0 
2866 710 734 685 597 0 
2867 466 414 529 382 0 
2868 607 555 686 572 0 
2869 722 740 673 647 0 
2870 446 400 367 499 0 
2871 590 480 516 493 0 
2872 516 590 493 633 0 
2873 493 516 633 537 0 
2874 286 370 335 395 0 
2875 447 529 382 531 0 
2876 360 456 377 433 0 
2877 730 622 616 761 0 
2878 75 77 99 128 0 
2879 366 336 321 454 0 
2880 199 149 252 213 0 
2881 141 213 148 149 0 
2882 118 172 134 198 0 
2883 737 749 696 682 0 
2884 737 749 682 781 0 
2885 696 737 682 693 0 
2886 682 737 781 777 0 
2887 737 682 693 738 0 
2888 331 325 365 222 0 
2889 809 789 782 759 0 
2890 772 697 726 695 0 
2891 726 772 695 800 0 
2892 266 182 288 253 0 
2893 226 169 270 224 0 
2894 270 226 224 311 0 
2895 224 270 311 266 0 
2896 311 224 266 253 0 
2897 311 224 253 226 0 
2898 226 169 224 138 0 
2899 169 270 224 218 0 
2900 169 224 138 182 0 
2901 224 138 182 253 0 
2902 182 224 253 266 0 
2903 182 224 266 218 0 
2904 224 270 266 218 0 
2905 169 224 182 218 0 
2906 218 289 330 295 0 
2907 270 218 330 266 0 
2908 146 169 226 138 0 
2909 146 169 138 101 0 
2910 138 146 101 76 0 
2911 169 138 101 133 0 
2912 210 146 226 234 0 
2913 218 191 289 225 0 
2914 330 289 407 389 0 
2915 289 407 389 437 0 
2916 407 389 437 533 0 
2917 407 389 533 483 0 
2918 407 389 483 330 0 
2919 398 485 482 574 0 
2920 335 282 286 395 0 
2921 684 581 588 677 0 
2922 344 277 355 213 0 
2923 247 363 336 256 0 
2924 336 247 256 237 0 
2925 247 256 237 163 0 
2926 256 336 237 326 0 
2927 247 256 163 175 0 
2928 256 237 163 228 0 
2929 237 247 163 161 0 
2930 336 247 237 308 0 
2931 247 237 308 249 0 
2932 237 308 249 320 0 
2933 249 237 320 168 0 
2934 249 237 168 161 0 
2935 247 237 249 161 0 
2936 256 237 228 326 0 
2937 191 265 289 225 0 
2938 64 95 97 127 0 
2939 95 97 127 178 0 
2940 101 77 138 76 0 
2941 74 116 80 67 0 
2942 308 250 249 387 0 
2943 817 819 832 850 0 
2944 555 607 457 496 0 
2945 457 555 496 416 0 
2946 555 607 496 572 0 
2947 555 496 416 511 0 
2948 496 416 511 572 0 
2949 30 47 34 20 0 
2950 30 47 20 46 0 
2951 614 570 667 725 0 
2952 570 667 725 648 0 
2953 667 725 648 752 0 
2954 667 725 752 673 0 
2955 667 614 725 673 0 
2956 471 518 609 569 0 
2957 481 530 389 483 0 
2958 179 189 129 187 0 
2959 496 457 416 447 0 
2960 496 457 447 607 0 
2961 118 66 78 76 0 
2962 602 531 529 447 0 
2963 320 412 326 336 0 
2964 320 412 336 419 0 
2965 412 326 336 454 0 
2966 152 198 118 134 0 
2967 118 152 134 76 0 
2968 607 675 602 541 0 
2969 607 675 541 572 0 
2970 675 541 572 502 0 
2971 541 572 502 415 0 
2972 502 541 415 447 0 
2973 675 602 541 502 0 
2974 602 607 541 447 0 
2975 541 572 415 496 0 
2976 541 572 496 607 0 
2977 496 541 607 447 0 
2978 496 541 447 415 0 
2979 602 541 502 447 0 
2980 572 415 496 416 0 
2981 415 496 416 447 0 
2982 562 499 497 524 0 
2983 617 595 706 727 0 
2984 644 546 597 642 0 
2985 546 597 642 483 0 
2986 546 597 483 521 0 
2987 149 199 141 213 0 
2988 694 605 625 615 0 
2989 225 295 289 218 0 
2990 563 536 681 679 0 
2991 156 110 115 119 0 
2992 110 115 119 65 0 
2993 658 610 715 606 0 
2994 475 467 349 375 0 
2995 149 123 89 141 0 
2996 194 177 195 123 0 
2997 701 665 635 767 0 
2998 368 305 402 329 0 
2999 368 305 329 275 0 
3000 305 402 329 397 0 
3001 317 316 314 424 0 
3002 634 625 509 609 0 
3003 117 161 168 163 0 
3004 211 164 160 162 0 
3005 160 211 162 246 0 
